time,value
11/9/2024 18:30,229.12
11/9/2024 18:45,259.2
11/9/2024 19:00,226.56
11/9/2024 19:15,220.88
11/9/2024 19:30,209.52
11/9/2024 19:45,262.8
11/9/2024 20:00,227.36
11/9/2024 20:15,228.64
11/9/2024 20:30,233.04
11/9/2024 20:45,279.92
11/9/2024 21:00,235.04
11/9/2024 21:15,234.08
11/9/2024 21:30,233.68
11/9/2024 21:45,256.72
11/9/2024 22:00,235.04
11/9/2024 22:15,236.32
11/9/2024 22:30,238.64
11/9/2024 22:45,272.72
11/9/2024 23:00,236.96
11/9/2024 23:15,236.64
11/9/2024 23:30,240.64
11/9/2024 23:45,266.32
12/9/2024 0:00,234.88
12/9/2024 0:15,242.48
12/9/2024 0:30,244.24
12/9/2024 0:45,293.44
12/9/2024 1:00,243.2
12/9/2024 1:15,243.6
12/9/2024 1:30,247.2
12/9/2024 1:45,271.76
12/9/2024 2:00,236.32
12/9/2024 2:15,310.08
12/9/2024 2:30,242.96
12/9/2024 2:45,291.92
12/9/2024 3:00,245.36
12/9/2024 3:15,250.72
12/9/2024 3:30,244.56
12/9/2024 3:45,293.44
12/9/2024 4:00,245.12
12/9/2024 4:15,242.24
12/9/2024 4:30,243.52
12/9/2024 4:45,283.2
12/9/2024 5:00,242.56
12/9/2024 5:15,245.2
12/9/2024 5:30,234.88
12/9/2024 5:45,288.08
12/9/2024 6:00,245.6
12/9/2024 6:15,242.8
12/9/2024 6:30,243.04
12/9/2024 6:45,290.64
12/9/2024 7:00,242.16
12/9/2024 7:15,244.4
12/9/2024 7:30,245.92
12/9/2024 7:45,294.64
12/9/2024 8:00,245.6
12/9/2024 8:15,245.2
12/9/2024 8:30,246.88
12/9/2024 8:45,279.76
12/9/2024 9:00,242.56
12/9/2024 9:15,246.72
12/9/2024 9:30,249.44
12/9/2024 9:45,283.84
12/9/2024 10:00,248
12/9/2024 10:15,249.92
12/9/2024 10:30,249.28
12/9/2024 10:45,271.76
12/9/2024 11:00,249.44
12/9/2024 11:15,304.16
12/9/2024 11:30,249.52
12/9/2024 11:45,284.16
12/9/2024 12:00,249.44
12/9/2024 12:15,251.92
12/9/2024 12:30,249.28
12/9/2024 12:45,279.68
12/9/2024 13:00,246.72
12/9/2024 13:15,322.08
12/9/2024 13:30,249.76
12/9/2024 13:45,284.08
12/9/2024 14:00,250.8
12/9/2024 14:15,262.96
12/9/2024 14:30,252.16
12/9/2024 14:45,295.04
12/9/2024 15:00,251.04
12/9/2024 15:15,250.48
12/9/2024 15:30,252.08
12/9/2024 15:45,286.08
12/9/2024 16:00,250.64
12/9/2024 16:15,319.92
12/9/2024 16:30,253.68
12/9/2024 16:45,294.8
12/9/2024 17:00,251.84
12/9/2024 17:15,290.8
12/9/2024 17:30,251.36
12/9/2024 17:45,285.84
12/9/2024 18:00,251.44
12/9/2024 18:15,247.76
12/9/2024 18:30,252.8
12/9/2024 18:45,299.84
12/9/2024 19:00,252
12/9/2024 19:15,253.04
12/9/2024 19:30,255.04
12/9/2024 19:45,294.72
12/9/2024 20:00,248.88
12/9/2024 20:15,254.8
12/9/2024 20:30,253.36
12/9/2024 20:45,292.4
12/9/2024 21:00,254.8
12/9/2024 21:15,259.84
12/9/2024 21:30,258.16
12/9/2024 21:45,287.92
12/9/2024 22:00,261.76
12/9/2024 22:15,332.08
12/9/2024 22:30,259.92
12/9/2024 22:45,295.44
12/9/2024 23:00,255.92
12/9/2024 23:15,249.92
12/9/2024 23:30,257.44
12/9/2024 23:45,299.44
13/9/2024 0:00,257.68
13/9/2024 0:15,256.4
13/9/2024 0:30,256.16
13/9/2024 0:45,290.08
13/9/2024 1:00,251.28
13/9/2024 1:15,258
13/9/2024 1:30,258
13/9/2024 1:45,294.48
13/9/2024 2:00,251.92
13/9/2024 2:15,329.44
13/9/2024 2:30,253.6
13/9/2024 2:45,276.96
13/9/2024 3:00,255.2
13/9/2024 3:15,256.56
13/9/2024 3:30,254.8
13/9/2024 3:45,258.24
13/9/2024 4:00,256.08
13/9/2024 4:15,215.44
13/9/2024 4:30,255.2
13/9/2024 4:45,290.72
13/9/2024 5:00,256.32
13/9/2024 5:15,254.64
13/9/2024 5:30,254.4
13/9/2024 5:45,267.6
13/9/2024 6:00,254.16
13/9/2024 6:15,254.72
13/9/2024 6:30,253.52
13/9/2024 6:45,286.16
13/9/2024 7:00,256.4
13/9/2024 7:15,252.48
13/9/2024 7:30,255.52
13/9/2024 7:45,246.96
13/9/2024 8:00,254
13/9/2024 8:15,251.84
13/9/2024 8:30,254.96
13/9/2024 8:45,305.44
13/9/2024 9:00,255.2
13/9/2024 9:15,257.44
13/9/2024 9:30,256.96
13/9/2024 9:45,290.88
13/9/2024 10:00,260.56
13/9/2024 10:15,260.24
13/9/2024 10:30,260.96
13/9/2024 10:45,298.64
13/9/2024 11:00,256.96
13/9/2024 11:15,298.96
13/9/2024 11:30,263.84
13/9/2024 11:45,294
13/9/2024 12:00,217.28
13/9/2024 12:15,336.08
13/9/2024 12:30,263.76
13/9/2024 12:45,296
13/9/2024 13:00,256.08
13/9/2024 13:15,331.36
13/9/2024 13:30,214.8
13/9/2024 13:45,269.44
13/9/2024 14:00,213.6
13/9/2024 14:15,242.96
13/9/2024 14:30,254.16
13/9/2024 14:45,294.16
13/9/2024 15:00,256.64
13/9/2024 15:15,259.04
13/9/2024 15:30,255.2
13/9/2024 15:45,302.64
13/9/2024 16:00,252.88
13/9/2024 16:15,254.48
13/9/2024 16:30,254.48
13/9/2024 16:45,287.04
13/9/2024 17:00,216.48
13/9/2024 17:15,246.56
13/9/2024 17:30,226.64
13/9/2024 17:45,266.88
13/9/2024 18:00,228.08
13/9/2024 18:15,300.64
13/9/2024 18:30,224.48
13/9/2024 18:45,252.8
13/9/2024 19:00,224.24
13/9/2024 19:15,226.08
13/9/2024 19:30,225.44
13/9/2024 19:45,275.6
13/9/2024 20:00,225.76
13/9/2024 20:15,264.24
13/9/2024 20:30,226.64
13/9/2024 20:45,247.2
13/9/2024 21:00,221.12
13/9/2024 21:15,302.64
13/9/2024 21:30,217.92
13/9/2024 21:45,238.08
13/9/2024 22:00,233.52
13/9/2024 22:15,241.04
13/9/2024 22:30,246.72
13/9/2024 22:45,299.04
13/9/2024 23:00,256.56
13/9/2024 23:15,286.48
13/9/2024 23:30,266.8
13/9/2024 23:45,308.64
14/9/2024 0:00,264.56
14/9/2024 0:15,267.52
14/9/2024 0:30,270.08
14/9/2024 0:45,294.64
14/9/2024 1:00,270.08
14/9/2024 1:15,303.76
14/9/2024 1:30,268
14/9/2024 1:45,298.88
14/9/2024 2:00,268.56
14/9/2024 2:15,269.28
14/9/2024 2:30,269.44
14/9/2024 2:45,300.8
14/9/2024 3:00,267.36
14/9/2024 3:15,268.72
14/9/2024 3:30,269.92
14/9/2024 3:45,304.72
14/9/2024 4:00,267.36
14/9/2024 4:15,268.88
14/9/2024 4:30,270.16
14/9/2024 4:45,297.68
14/9/2024 5:00,263.84
14/9/2024 5:15,269.04
14/9/2024 5:30,269.04
14/9/2024 5:45,303.12
14/9/2024 6:00,268.64
14/9/2024 6:15,292.72
14/9/2024 6:30,269.92
14/9/2024 6:45,309.76
14/9/2024 7:00,269.44
14/9/2024 7:15,268.88
14/9/2024 7:30,269.04
14/9/2024 7:45,294.32
14/9/2024 8:00,268.88
14/9/2024 8:15,276.64
14/9/2024 8:30,268.32
14/9/2024 8:45,320.96
14/9/2024 9:00,270.56
14/9/2024 9:15,263.04
14/9/2024 9:30,262.08
14/9/2024 9:45,311.76
14/9/2024 10:00,261.52
14/9/2024 10:15,336.48
14/9/2024 10:30,261.28
14/9/2024 10:45,296.8
14/9/2024 11:00,259.68
14/9/2024 11:15,259.84
14/9/2024 11:30,262.16
14/9/2024 11:45,294.16
14/9/2024 12:00,263.04
14/9/2024 12:15,263.12
14/9/2024 12:30,262.32
14/9/2024 12:45,302.32
14/9/2024 13:00,260.24
14/9/2024 13:15,262.96
14/9/2024 13:30,263.04
14/9/2024 13:45,307.44
14/9/2024 14:00,261.68
14/9/2024 14:15,267.84
14/9/2024 14:30,262.56
14/9/2024 14:45,300.88
14/9/2024 15:00,253.52
14/9/2024 15:15,262
14/9/2024 15:30,261.04
14/9/2024 15:45,299.2
14/9/2024 16:00,264.16
14/9/2024 16:15,264.4
14/9/2024 16:30,256.4
14/9/2024 16:45,292.16
14/9/2024 17:00,252.24
14/9/2024 17:15,276.4
14/9/2024 17:30,258.96
14/9/2024 17:45,291.92
14/9/2024 18:00,255.68
14/9/2024 18:15,316.8
14/9/2024 18:30,252.4
14/9/2024 18:45,290.64
14/9/2024 19:00,242.88
14/9/2024 19:15,235.92
14/9/2024 19:30,237.92
14/9/2024 19:45,268.56
14/9/2024 20:00,235.68
14/9/2024 20:15,267.36
14/9/2024 20:30,235.92
14/9/2024 20:45,248.32
14/9/2024 21:00,236.32
14/9/2024 21:15,256.64
14/9/2024 21:30,236.96
14/9/2024 21:45,280.64
14/9/2024 22:00,239.68
14/9/2024 22:15,300.32
14/9/2024 22:30,237.28
14/9/2024 22:45,276.88
14/9/2024 23:00,238.64
14/9/2024 23:15,316.48
14/9/2024 23:30,241.12
14/9/2024 23:45,288.48
15/9/2024 0:00,241.6
15/9/2024 0:15,315.6
15/9/2024 0:30,239.36
15/9/2024 0:45,285.28
15/9/2024 1:00,238.08
15/9/2024 1:15,309.36
15/9/2024 1:30,241.44
15/9/2024 1:45,277.28
15/9/2024 2:00,241.6
15/9/2024 2:15,232.4
15/9/2024 2:30,232.48
15/9/2024 2:45,263.28
15/9/2024 3:00,224.8
15/9/2024 3:15,233.68
15/9/2024 3:30,233.04
15/9/2024 3:45,265.68
15/9/2024 4:00,217.52
15/9/2024 4:15,217.12
15/9/2024 4:30,217.36
15/9/2024 4:45,255.6
15/9/2024 5:00,220.96
15/9/2024 5:15,291.76
15/9/2024 5:30,219.6
15/9/2024 5:45,256.08
15/9/2024 6:00,217.92
15/9/2024 6:15,277.36
15/9/2024 6:30,217.68
15/9/2024 6:45,248.24
15/9/2024 7:00,216.64
15/9/2024 7:15,272.48
15/9/2024 7:30,220.4
15/9/2024 7:45,253.84
15/9/2024 8:00,218.32
15/9/2024 8:15,220.96
15/9/2024 8:30,220.64
15/9/2024 8:45,256.96
15/9/2024 9:00,220.88
15/9/2024 9:15,222.16
15/9/2024 9:30,220.48
15/9/2024 9:45,258.88
15/9/2024 10:00,221.84
15/9/2024 10:15,222.24
15/9/2024 10:30,221.68
15/9/2024 10:45,269.52
15/9/2024 11:00,222.64
15/9/2024 11:15,296.24
15/9/2024 11:30,222.16
15/9/2024 11:45,248.64
15/9/2024 12:00,224.88
15/9/2024 12:15,225.36
15/9/2024 12:30,226.8
15/9/2024 12:45,261.76
15/9/2024 13:00,226
15/9/2024 13:15,234.88
15/9/2024 13:30,225.92
15/9/2024 13:45,269.04
15/9/2024 14:00,224.24
15/9/2024 14:15,226.64
15/9/2024 14:30,228.4
15/9/2024 14:45,264.72
15/9/2024 15:00,223.68
15/9/2024 15:15,302.96
15/9/2024 15:30,229.84
15/9/2024 15:45,257.28
15/9/2024 16:00,230.64
15/9/2024 16:15,230.4
15/9/2024 16:30,229.68
15/9/2024 16:45,266.4
15/9/2024 17:00,232.32
15/9/2024 17:15,236.4
15/9/2024 17:30,235.36
15/9/2024 17:45,266.32
15/9/2024 18:00,237.92
15/9/2024 18:15,250.72
15/9/2024 18:30,236.88
15/9/2024 18:45,273.44
15/9/2024 19:00,237.28
15/9/2024 19:15,310.8
15/9/2024 19:30,240.88
15/9/2024 19:45,277.84
15/9/2024 20:00,239.76
15/9/2024 20:15,291.52
15/9/2024 20:30,235.44
15/9/2024 20:45,268.32
15/9/2024 21:00,220.48
15/9/2024 21:15,236.48
15/9/2024 21:30,238.8
15/9/2024 21:45,272.48
15/9/2024 22:00,236.64
15/9/2024 22:15,298.8
15/9/2024 22:30,237.2
15/9/2024 22:45,263.36
15/9/2024 23:00,234.8
15/9/2024 23:15,235.28
15/9/2024 23:30,235.04
15/9/2024 23:45,282.56
16/9/2024 0:00,236
16/9/2024 0:15,257.04
16/9/2024 0:30,236.24
16/9/2024 0:45,285.92
16/9/2024 1:00,234.56
16/9/2024 1:15,308.24
16/9/2024 1:30,236.64
16/9/2024 1:45,279.04
16/9/2024 2:00,220.72
16/9/2024 2:15,272.88
16/9/2024 2:30,237.28
16/9/2024 2:45,271.28
16/9/2024 3:00,236.08
16/9/2024 3:15,237.6
16/9/2024 3:30,235.36
16/9/2024 3:45,288.48
16/9/2024 4:00,235.84
16/9/2024 4:15,224.64
16/9/2024 4:30,236.16
16/9/2024 4:45,276.56
16/9/2024 5:00,234.88
16/9/2024 5:15,240.56
16/9/2024 5:30,236.32
16/9/2024 5:45,265.84
16/9/2024 6:00,235.84
16/9/2024 6:15,233.44
16/9/2024 6:30,236.4
16/9/2024 6:45,270.24
16/9/2024 7:00,236.64
16/9/2024 7:15,298.32
16/9/2024 7:30,236.56
16/9/2024 7:45,270.56
16/9/2024 8:00,237.44
16/9/2024 8:15,236.4
16/9/2024 8:30,224.64
16/9/2024 8:45,253.44
16/9/2024 9:00,236.56
16/9/2024 9:15,287.28
16/9/2024 9:30,235.6
16/9/2024 9:45,280.32
16/9/2024 10:00,235.2
16/9/2024 10:15,235.44
16/9/2024 10:30,234.96
16/9/2024 10:45,278
16/9/2024 11:00,234.88
16/9/2024 11:15,237.84
16/9/2024 11:30,236.24
16/9/2024 11:45,278.56
16/9/2024 12:00,235.04
16/9/2024 12:15,235.12
16/9/2024 12:30,232.64
16/9/2024 12:45,268.72
16/9/2024 13:00,232.08
16/9/2024 13:15,232.72
16/9/2024 13:30,231.6
16/9/2024 13:45,272.08
16/9/2024 14:00,231.6
16/9/2024 14:15,232.32
16/9/2024 14:30,231.2
16/9/2024 14:45,263.12
16/9/2024 15:00,231.6
16/9/2024 15:15,231.52
16/9/2024 15:30,232.72
16/9/2024 15:45,262.96
16/9/2024 16:00,231.44
16/9/2024 16:15,231.28
16/9/2024 16:30,231.04
16/9/2024 16:45,272.4
16/9/2024 17:00,234.88
16/9/2024 17:15,305.92
16/9/2024 17:30,233.6
16/9/2024 17:45,250.4
16/9/2024 18:00,233.52
16/9/2024 18:15,234.72
16/9/2024 18:30,222.48
16/9/2024 18:45,258
16/9/2024 19:00,234.56
16/9/2024 19:15,292.64
16/9/2024 19:30,232.72
16/9/2024 19:45,253.52
16/9/2024 20:00,228.88
16/9/2024 20:15,229.92
16/9/2024 20:30,229.28
16/9/2024 20:45,290
16/9/2024 21:00,232.32
16/9/2024 21:15,245.44
16/9/2024 21:30,231.68
16/9/2024 21:45,286.88
16/9/2024 22:00,233.52
16/9/2024 22:15,232.96
16/9/2024 22:30,229.28
16/9/2024 22:45,258.56
16/9/2024 23:00,227.44
16/9/2024 23:15,250.08
16/9/2024 23:30,225.6
16/9/2024 23:45,250.48
17/9/2024 0:00,225.92
17/9/2024 0:15,281.04
17/9/2024 0:30,228.48
17/9/2024 0:45,264.48
17/9/2024 1:00,217.84
17/9/2024 1:15,228.24
17/9/2024 1:30,228.64
17/9/2024 1:45,261.68
17/9/2024 2:00,224
17/9/2024 2:15,225.12
17/9/2024 2:30,228.96
17/9/2024 2:45,270.32
17/9/2024 3:00,223.84
17/9/2024 3:15,217.68
17/9/2024 3:30,221.12
17/9/2024 3:45,270.56
17/9/2024 4:00,218.48
17/9/2024 4:15,221.28
17/9/2024 4:30,221.12
17/9/2024 4:45,267.84
17/9/2024 5:00,222.56
17/9/2024 5:15,221.52
17/9/2024 5:30,221.76
17/9/2024 5:45,262.16
17/9/2024 6:00,221.44
17/9/2024 6:15,221.36
17/9/2024 6:30,221.6
17/9/2024 6:45,274.56
17/9/2024 7:00,222
17/9/2024 7:15,221.28
17/9/2024 7:30,222.4
17/9/2024 7:45,269.2
17/9/2024 8:00,220.32
17/9/2024 8:15,225.76
17/9/2024 8:30,218.56
17/9/2024 8:45,253.6
17/9/2024 9:00,221.36
17/9/2024 9:15,296.16
17/9/2024 9:30,222.32
17/9/2024 9:45,257.12
17/9/2024 10:00,221.76
17/9/2024 10:15,222
17/9/2024 10:30,222
17/9/2024 10:45,263.36
17/9/2024 11:00,223.36
17/9/2024 11:15,222.8
17/9/2024 11:30,222.32
17/9/2024 11:45,254.96
17/9/2024 12:00,220.08
17/9/2024 12:15,220.64
17/9/2024 12:30,219.2
17/9/2024 12:45,244.24
17/9/2024 13:00,217.28
17/9/2024 13:15,215.52
17/9/2024 13:30,217.44
17/9/2024 13:45,251.6
17/9/2024 14:00,215.92
17/9/2024 14:15,246
17/9/2024 14:30,212.56
17/9/2024 14:45,245.04
17/9/2024 15:00,214.88
17/9/2024 15:15,242.56
17/9/2024 15:30,215.6
17/9/2024 15:45,260.4
17/9/2024 16:00,220
17/9/2024 16:15,218.16
17/9/2024 16:30,204.32
17/9/2024 16:45,237.52
17/9/2024 17:00,219.2
17/9/2024 17:15,219.76
17/9/2024 17:30,222.32
17/9/2024 17:45,243.92
17/9/2024 18:00,219.28
17/9/2024 18:15,224
17/9/2024 18:30,220.32
17/9/2024 18:45,266.08
17/9/2024 19:00,221.04
17/9/2024 19:15,244.08
17/9/2024 19:30,211.76
17/9/2024 19:45,251.6
17/9/2024 20:00,211.92
17/9/2024 20:15,211.68
17/9/2024 20:30,201.44
17/9/2024 20:45,255.04
17/9/2024 21:00,214.24
17/9/2024 21:15,214.08
17/9/2024 21:30,214.08
17/9/2024 21:45,254.88
17/9/2024 22:00,215.84
17/9/2024 22:15,220.08
17/9/2024 22:30,213.84
17/9/2024 22:45,253.76
17/9/2024 23:00,214.08
17/9/2024 23:15,213.76
17/9/2024 23:30,214.4
17/9/2024 23:45,229.76
18/9/2024 0:00,213.12
18/9/2024 0:15,264.08
18/9/2024 0:30,212.88
18/9/2024 0:45,249.2
18/9/2024 1:00,214.48
18/9/2024 1:15,257.84
18/9/2024 1:30,212.96
18/9/2024 1:45,244.72
18/9/2024 2:00,211.92
18/9/2024 2:15,236.16
18/9/2024 2:30,214
18/9/2024 2:45,234.8
18/9/2024 3:00,214.24
18/9/2024 3:15,211.52
18/9/2024 3:30,208.24
18/9/2024 3:45,238.88
18/9/2024 4:00,208.16
18/9/2024 4:15,219.12
18/9/2024 4:30,208.4
18/9/2024 4:45,246.32
18/9/2024 5:00,208.72
18/9/2024 5:15,208.48
18/9/2024 5:30,209.6
18/9/2024 5:45,253.84
18/9/2024 6:00,196.8
18/9/2024 6:15,199.12
18/9/2024 6:30,191.76
18/9/2024 6:45,228.08
18/9/2024 7:00,193.44
18/9/2024 7:15,195.2
18/9/2024 7:30,196.32
18/9/2024 7:45,218.16
18/9/2024 8:00,194.96
18/9/2024 8:15,266.16
18/9/2024 8:30,195.6
18/9/2024 8:45,245.12
18/9/2024 9:00,195.36
18/9/2024 9:15,194.8
18/9/2024 9:30,195.52
18/9/2024 9:45,249.76
18/9/2024 10:00,195.84
18/9/2024 10:15,194.64
18/9/2024 10:30,191.44
18/9/2024 10:45,220.4
18/9/2024 11:00,191.6
18/9/2024 11:15,197.68
18/9/2024 11:30,197.44
18/9/2024 11:45,237.76
18/9/2024 12:00,196.8
18/9/2024 12:15,250.64
18/9/2024 12:30,194.96
18/9/2024 12:45,234.4
18/9/2024 13:00,200.4
18/9/2024 13:15,272
18/9/2024 13:30,201.84
18/9/2024 13:45,226.64
18/9/2024 14:00,201.52
18/9/2024 14:15,192
18/9/2024 14:30,201.04
18/9/2024 14:45,241.76
18/9/2024 15:00,200.48
18/9/2024 15:15,202.88
18/9/2024 15:30,201.2
18/9/2024 15:45,244.88
18/9/2024 16:00,201.92
18/9/2024 16:15,242.72
18/9/2024 16:30,197.44
18/9/2024 16:45,233.76
18/9/2024 17:00,203.52
18/9/2024 17:15,269.28
18/9/2024 17:30,203.6
18/9/2024 17:45,229.6
18/9/2024 18:00,180.88
18/9/2024 18:15,180.32
18/9/2024 18:30,183.68
18/9/2024 18:45,183.92
18/9/2024 19:00,200.56
18/9/2024 19:15,204.88
18/9/2024 19:30,200.64
18/9/2024 19:45,220
18/9/2024 20:00,205.52
18/9/2024 20:15,276.88
18/9/2024 20:30,205.92
18/9/2024 20:45,203.76
18/9/2024 21:00,203.84
18/9/2024 21:15,205.76
18/9/2024 21:30,203.84
18/9/2024 21:45,203.2
18/9/2024 22:00,204.24
18/9/2024 22:15,204.32
18/9/2024 22:30,204
18/9/2024 22:45,192.08
18/9/2024 23:00,204.32
18/9/2024 23:15,278.16
18/9/2024 23:30,208.96
18/9/2024 23:45,213.04
19/9/2024 0:00,209.84
19/9/2024 0:15,207.04
19/9/2024 0:30,206.64
19/9/2024 0:45,202.4
19/9/2024 1:00,204.32
19/9/2024 1:15,206.64
19/9/2024 1:30,201.92
19/9/2024 1:45,215.2
19/9/2024 2:00,188.72
19/9/2024 2:15,203.44
19/9/2024 2:30,202.8
19/9/2024 2:45,202.72
19/9/2024 3:00,203.84
19/9/2024 3:15,203.92
19/9/2024 3:30,197.76
19/9/2024 3:45,206.72
19/9/2024 4:00,204.48
19/9/2024 4:15,237.52
19/9/2024 4:30,205.68
19/9/2024 4:45,210.08
19/9/2024 5:00,204.72
19/9/2024 5:15,217.76
19/9/2024 5:30,205.76
19/9/2024 5:45,201.92
19/9/2024 6:00,200.24
19/9/2024 6:15,266
19/9/2024 6:30,199.12
19/9/2024 6:45,191.52
19/9/2024 7:00,191.36
19/9/2024 7:15,188.64
19/9/2024 7:30,200
19/9/2024 7:45,199.44
19/9/2024 8:00,198.72
19/9/2024 8:15,198
19/9/2024 8:30,199.6
19/9/2024 8:45,200.64
19/9/2024 9:00,197.76
19/9/2024 9:15,270.32
19/9/2024 9:30,191.52
19/9/2024 9:45,199.44
19/9/2024 10:00,199.84
19/9/2024 10:15,198.8
19/9/2024 10:30,197.44
19/9/2024 10:45,195.52
19/9/2024 11:00,195.92
19/9/2024 11:15,259.84
19/9/2024 11:30,189.92
19/9/2024 11:45,191.52
19/9/2024 12:00,191.2
19/9/2024 12:15,188.8
19/9/2024 12:30,193.36
19/9/2024 12:45,193.2
19/9/2024 13:00,193.2
19/9/2024 13:15,263.36
19/9/2024 13:30,193.36
19/9/2024 13:45,190.88
19/9/2024 14:00,192.56
19/9/2024 14:15,194.72
19/9/2024 14:30,191.04
19/9/2024 14:45,191.68
19/9/2024 15:00,188.56
19/9/2024 15:15,188.16
19/9/2024 15:30,178.4
19/9/2024 15:45,186.48
19/9/2024 16:00,179.52
19/9/2024 16:15,177.84
19/9/2024 16:30,177.68
19/9/2024 16:45,178.4
19/9/2024 17:00,176
19/9/2024 17:15,160.48
19/9/2024 17:30,178.64
19/9/2024 17:45,179.92
19/9/2024 18:00,178.24
19/9/2024 18:15,180.88
19/9/2024 18:30,180.4
19/9/2024 18:45,193.84
19/9/2024 19:00,181.6
19/9/2024 19:15,177.76
19/9/2024 19:30,179.84
19/9/2024 19:45,183.2
19/9/2024 20:00,180.96
19/9/2024 20:15,182.88
19/9/2024 20:30,181.52
19/9/2024 20:45,180.32
19/9/2024 21:00,174.64
19/9/2024 21:15,179.28
19/9/2024 21:30,179.84
19/9/2024 21:45,180.48
19/9/2024 22:00,178.56
19/9/2024 22:15,179.28
19/9/2024 22:30,180.32
19/9/2024 22:45,178.48
19/9/2024 23:00,176.08
19/9/2024 23:15,222.4
19/9/2024 23:30,175.36
19/9/2024 23:45,185.52
20/9/2024 0:00,177.68
20/9/2024 0:15,235.68
20/9/2024 0:30,174.64
20/9/2024 0:45,207.28
20/9/2024 1:00,175.68
20/9/2024 1:15,178.4
20/9/2024 1:30,176.16
20/9/2024 1:45,179.12
20/9/2024 2:00,176.4
20/9/2024 2:15,206.88
20/9/2024 2:30,176
20/9/2024 2:45,176.56
20/9/2024 3:00,176.8
20/9/2024 3:15,177.52
20/9/2024 3:30,177.44
20/9/2024 3:45,180.72
20/9/2024 4:00,174.16
20/9/2024 4:15,195.52
20/9/2024 4:30,174
20/9/2024 4:45,175.12
20/9/2024 5:00,174.4
20/9/2024 5:15,175.12
20/9/2024 5:30,176
20/9/2024 5:45,173.68
20/9/2024 6:00,173.52
20/9/2024 6:15,174.08
20/9/2024 6:30,174.48
20/9/2024 6:45,174
20/9/2024 7:00,174.24
20/9/2024 7:15,174.96
20/9/2024 7:30,174.24
20/9/2024 7:45,172.32
20/9/2024 8:00,172.88
20/9/2024 8:15,169.76
20/9/2024 8:30,170.56
20/9/2024 8:45,170.24
20/9/2024 9:00,168.48
20/9/2024 9:15,169.12
20/9/2024 9:30,169.44
20/9/2024 9:45,169.2
20/9/2024 10:00,169.84
20/9/2024 10:15,168.96
20/9/2024 10:30,168.4
20/9/2024 10:45,180.48
20/9/2024 11:00,168.48
20/9/2024 11:15,167.76
20/9/2024 11:30,167.44
20/9/2024 11:45,180.48
20/9/2024 12:00,169.28
20/9/2024 12:15,239.68
20/9/2024 12:30,166.64
20/9/2024 12:45,169.84
20/9/2024 13:00,169.68
20/9/2024 13:15,169.84
20/9/2024 13:30,170.32
20/9/2024 13:45,188.96
20/9/2024 14:00,170.72
20/9/2024 14:15,170.4
20/9/2024 14:30,170
20/9/2024 14:45,170.8
20/9/2024 15:00,168.4
20/9/2024 15:15,169.04
20/9/2024 15:30,172.56
20/9/2024 15:45,172.16
20/9/2024 16:00,168.8
20/9/2024 16:15,170.88
20/9/2024 16:30,170.08
20/9/2024 16:45,173.44
20/9/2024 17:00,170.64
20/9/2024 17:15,170.64
20/9/2024 17:30,169.92
20/9/2024 17:45,175.12
20/9/2024 18:00,173.92
20/9/2024 18:15,175.44
20/9/2024 18:30,171.28
20/9/2024 18:45,195.12
20/9/2024 19:00,165.84
20/9/2024 19:15,174.08
20/9/2024 19:30,165.36
20/9/2024 19:45,167.52
20/9/2024 20:00,164.88
20/9/2024 20:15,181.92
20/9/2024 20:30,164.24
20/9/2024 20:45,169.76
20/9/2024 21:00,159.44
20/9/2024 21:15,229.84
20/9/2024 21:30,159.44
20/9/2024 21:45,167.68
20/9/2024 22:00,159.12
20/9/2024 22:15,169.6
20/9/2024 22:30,163.2
20/9/2024 22:45,162.24
20/9/2024 23:00,162.24
20/9/2024 23:15,162.96
20/9/2024 23:30,164.32
20/9/2024 23:45,163.84
21/9/2024 0:00,163.44
21/9/2024 0:15,163.44
21/9/2024 0:30,163.92
21/9/2024 0:45,167.84
21/9/2024 1:00,163.44
21/9/2024 1:15,161.92
21/9/2024 1:30,162.72
21/9/2024 1:45,159.04
21/9/2024 2:00,158.72
21/9/2024 2:15,159.6
21/9/2024 2:30,159.52
21/9/2024 2:45,159.44
21/9/2024 3:00,159.6
21/9/2024 3:15,159.84
21/9/2024 3:30,163.76
21/9/2024 3:45,161.12
21/9/2024 4:00,159.36
21/9/2024 4:15,230.24
21/9/2024 4:30,158.24
21/9/2024 4:45,160.88
21/9/2024 5:00,160.16
21/9/2024 5:15,229.04
21/9/2024 5:30,158.08
21/9/2024 5:45,159.84
21/9/2024 6:00,157.76
21/9/2024 6:15,159.68
21/9/2024 6:30,159.36
21/9/2024 6:45,159.52
21/9/2024 7:00,157.28
21/9/2024 7:15,228.32
21/9/2024 7:30,159.2
21/9/2024 7:45,159.12
21/9/2024 8:00,158.64
21/9/2024 8:15,220.8
21/9/2024 8:30,158.56
21/9/2024 8:45,166.72
21/9/2024 9:00,158.8
21/9/2024 9:15,158.88
21/9/2024 9:30,159.36
21/9/2024 9:45,160.8
21/9/2024 10:00,158.56
21/9/2024 10:15,224.96
21/9/2024 10:30,155.28
21/9/2024 10:45,162.96
21/9/2024 11:00,156.4
21/9/2024 11:15,205.28
21/9/2024 11:30,157.36
21/9/2024 11:45,159.36
21/9/2024 12:00,156.32
21/9/2024 12:15,198.8
21/9/2024 12:30,155.12
